# r    /    g(r) totale 
  0.055398           731.7923782736
  0.166195             0.0000000000
  0.276991             0.0000000000
  0.387788             0.0000000000
  0.498585             0.0000000000
  0.609381             0.0000000000
  0.720178             0.0000000000
  0.830974             0.0000000000
  0.941771             0.0000000000
  1.052567             0.0000000000
  1.163364             0.0000000000
  1.274160             0.0000000000
  1.384957             0.0000000000
  1.495754             0.0000000000
  1.606550             0.0000000000
  1.717347             0.0000000000
  1.828143             0.0000000000
  1.938940             0.0000000000
  2.049736             0.0000000000
  2.160533             0.0000000000
  2.271329             0.0000000000
  2.382126             0.0000000000
  2.492923             0.0000000000
  2.603719             7.6748716756
  2.714516             0.0000000000
  2.825312             0.0000000000
  2.936109             0.0000000000
  3.046905             9.9362150390
  3.157702             1.3442770561
  3.268499             0.0000000000
  3.379295             0.0000000000
  3.490092             0.0000000000
  3.600888             0.0000000000
  3.711685             0.0000000000
  3.822481             0.0000000000
  3.933278             0.0000000000
  4.044074             0.0000000000
  4.154871             0.0000000000
  4.265668             0.5525078456
  4.376464             0.0000000000
  4.487261             4.1699898302
  4.598057             0.9510363419
  4.708854             0.0000000000
  4.819650             4.8369344199
  4.930447             0.0000000000
  5.041243             0.0000000000
  5.152040             0.0000000000
  5.262837             4.6783913125
  5.373633             0.1160550937
  5.484430             0.0000000000
  5.595226             0.0000000000
  5.706023             0.9806783446
  5.816819             3.0758888297
  5.927616             0.0000000000
  6.038413             2.5300495930
  6.149209             0.7976417236
  6.260006             0.0000000000
  6.370802             0.0000000000
  6.481599             0.0000000000
  6.592395             0.7347008368
  6.703192             1.1491375045
  6.813988             0.0000000000
  6.924785             3.0090054006
  7.035582             1.6248672492
  7.146378             2.2000862673
  7.257175             0.0000000000
  7.367971             0.9259826597
  7.478768             1.0784998416
  7.589564             1.1086534898
  7.700361             0.5384899309
  7.811157             1.3472114234
  7.921954             0.1602009773
  8.032751             3.0152543748
  8.143547             0.0000000000
  8.254344             0.2951176973
  8.365140             0.2873518963
  8.475937             0.8889055748
  8.586733             0.7966737310
  8.697530             1.1099972929
  8.808326             1.8597402189
  8.919123             0.5055300425
  9.029920             1.9317025860
  9.140716             0.2406584445
  9.251513             0.7461163253
  9.362309             2.1453267675
  9.473106             0.6721998238
  9.583902             1.7705835367
  9.694699             0.4278814732
  9.805496             0.8365331367
  9.916292             0.3247163076
 10.027089             2.3051553353
 10.137885             1.1104641128
 10.248682             0.7657493129
 10.359478             0.0000000000
 10.470275             1.6405898526
 10.581071             0.5703927187
 10.691868             0.0000000000
 10.802665             1.4390771033
 10.913461             2.1548703402
 11.024258             0.6617965427
 11.135054             0.8393955557
 11.245851             0.4082789963
 11.356647             1.1967237755
 11.467444             2.1945131338
 11.578240             0.1499955672
 11.689037             1.6188210165
 11.799834             0.4827200744
 11.910630             0.8753794315
 12.021427             1.9395848065
 12.132223             1.0486096211
 12.243020             0.2682976047
 12.353816             0.8911650353
 12.464613             1.7531819308
 12.575410             0.8600352504
 12.686206             0.9480380936
 12.797003             0.5832318707
 12.907799             0.1810302126
 13.018596             1.0990799939
 13.129392             1.3139032882
 13.240189             0.3727857783
 13.350985             0.4512297494
 13.461782             1.6554686016
 13.572579             1.1299462331
 13.683375             1.1559717952
 13.794172             1.6555789093
 13.904968             1.0878051960
 14.015765             0.7345290122
 14.126561             0.8667297075
 14.237358             0.7439900648
 14.348154             0.3102008542
 14.458951             0.7048851074
 14.569748             1.7550280189
 14.680544             1.0427111470
 14.791341             0.6433507294
 14.902137             0.3328392247
 15.012934             1.2436287760
 15.123730             0.8066719832
 15.234527             0.5198263134
 15.345324             0.0853911547
 15.456120             1.1659284046
 15.566917             0.5466520572
 15.677713             1.1357272558
 15.788510             0.5582907928
 15.899306             0.8951141213
 16.010103             1.0696722291
 16.120899             0.3379107112
 16.231696             1.9762146451
 16.342493             0.9247353415
 16.453289             0.3619417267
 16.564086             0.7399706229
 16.674882             0.5894632122
 16.785679             0.8259748096
 16.896475             0.5403685422
 17.007272             0.2355065727
 17.118068             0.7141266474
 17.228865             0.2953698853
 17.339662             0.6114522196
 17.450458             0.4366972667
 17.561255             0.4505081348
 17.672051             0.5121970401
 17.782848             0.5522654902
 17.893644             1.3244816685
 18.004441             0.5256073019
 18.115238             0.5436254113
 18.226034             0.5226294536
 18.336831             1.1246015063
 18.447627             0.0538982902
 18.558424             0.7631575140
 18.669220             0.4094968771
 18.780017             0.0000000000
 18.890813             0.7734855040
 19.001610             0.4217011049
 19.112407             0.1902367780
 19.223203             0.3665758749
 19.334000             0.3118004045
 19.444796             0.2022982476
 19.555593             0.0651140503
 19.666389             0.3448036557
 19.777186             0.1705332074
 19.887982             0.0000000000
 19.998779             0.4958602506
 20.109576             0.3812381638
 20.220372             0.0972265668
 20.331169             0.0779422407
 20.441965             0.4559202254
 20.552762             0.0000000000
 20.663558             0.1713286216
 20.774355             0.2815988724
 20.885151             0.0000000000
 20.995948             0.0954838429
 21.106745             0.2484338116
 21.217541             0.0000000000
 21.328338             0.0000000000
 21.439134             0.0000000000
 21.549931             0.0796070452
 21.660727             0.1259427665
 21.771524             0.0000000000
 21.882321             0.0000000000
 21.993117             0.0000000000
 22.103914             0.0000000000
